"","name","contact","url","state","icuLowCare","icuHighCare","ecmo","timestamp","apiCall","geoinformation","latitude","longitude","Intensive_Care","Critical_Patients","Normal_Patients","Normal_Care","device","mask","available_bed","transfer_pat"
"48","Asklepios Stadtklinik Bad Wildungen Klinik für Anästhesie und Intensivmedizin Brunnenallee 19 34537 Bad Wildungen","Intensivstation","https://www.asklepios.com/bad-wildungen/stadtklinik/","HE","RED","green","","Sat Mar 21 09:10:00 CET 2020","Asklepios+Stadtklinik+Bad+Wildungen+Klinik+für+Anästhesie+und+Intensivmedizin+Brunnenallee+19+34537+Bad+Wildungen","{'results': [{'address_components': [{'long_name': 'Bad Wildungen', 'short_name': 'Bad Wildungen', 'types': ['locality', 'political']}, {'long_name': 'Waldeck-Frankenberg', 'short_name': 'Waldeck-Frankenberg', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Kassel', 'short_name': 'KS', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Hessen', 'short_name': 'HE', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '34537', 'short_name': '34537', 'types': ['postal_code']}], 'formatted_address': 'Asklepios Stadtklinik Bad Wildungen, Brunnenallee 19, 34537 Bad Wildungen, Germany', 'geometry': {'location': {'lat': 51.11733, 'lng': 9.11486}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 51.1186789802915, 'lng': 9.116208980291503}, 'southwest': {'lat': 51.1159810197085, 'lng': 9.113511019708499}}}, 'place_id': 'ChIJVyBSmdhku0cRGlqZzRF09I0', 'plus_code': {'compound_code': '4487+WW Bad Wildungen, Germany', 'global_code': '9F3F4487+WW'}, 'types': ['establishment', 'health', 'hospital', 'point_of_interest']}], 'status': 'OK'}",51.11733,9.11486,127,67,113,55,100,100,36,58
"49","Asklepios Südpfalzklinik Germersheim Anästhesie/Intensivmedizin An Fronte Karl 2 76726 Germersheim","Intensivstation","http://www.asklepios.com/germersheim","RP","GREEN","green","","Fri Mar 20 15:30:00 CET 2020","Asklepios+Südpfalzklinik+Germersheim+Anästhesie/Intensivmedizin+An+Fronte+Karl+2+76726+Germersheim","{'results': [{'address_components': [{'long_name': '2', 'short_name': '2', 'types': ['street_number']}, {'long_name': 'An Fronte Karl', 'short_name': 'An Fronte Karl', 'types': ['route']}, {'long_name': 'Germersheim', 'short_name': 'Germersheim', 'types': ['locality', 'political']}, {'long_name': 'Germersheim', 'short_name': 'GER', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Rheinland-Pfalz', 'short_name': 'RP', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '76726', 'short_name': '76726', 'types': ['postal_code']}], 'formatted_address': 'An Fronte Karl 2, 76726 Germersheim, Germany', 'geometry': {'location': {'lat': 49.2201271, 'lng': 8.365834}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 49.2214760802915, 'lng': 8.367182980291501}, 'southwest': {'lat': 49.2187781197085, 'lng': 8.364485019708496}}}, 'place_id': 'ChIJoYLd9outl0cR8_pXwXj_KuU', 'plus_code': {'compound_code': '69C8+38 Germersheim, Germany', 'global_code': '8FXC69C8+38'}, 'types': ['establishment', 'health', 'point_of_interest']}], 'status': 'OK'}",49.2201271,8.365834,97,11,122,43,100,100,103,79
"50","Asklepios Südpfalzklinik Kandel Anästhesie und Intensivmedizin Luitpoldstraße 14 76870 Kandel","Intensiv/IMC","http://www.asklepios.com/kandel","RP","GREEN","green","","Fri Mar 20 10:57:00 CET 2020","Asklepios+Südpfalzklinik+Kandel+Anästhesie+und+Intensivmedizin+Luitpoldstraße+14+76870+Kandel","{'results': [{'address_components': [{'long_name': '14', 'short_name': '14', 'types': ['street_number']}, {'long_name': 'Luitpoldstraße', 'short_name': 'Luitpoldstraße', 'types': ['route']}, {'long_name': 'Kandel', 'short_name': 'Kandel', 'types': ['locality', 'political']}, {'long_name': 'Germersheim', 'short_name': 'GER', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Rheinland-Pfalz', 'short_name': 'RP', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '76870', 'short_name': '76870', 'types': ['postal_code']}], 'formatted_address': 'Luitpoldstraße 14, 76870 Kandel, Germany', 'geometry': {'location': {'lat': 49.0864172, 'lng': 8.201187299999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 49.0877661802915, 'lng': 8.202536280291502}, 'southwest': {'lat': 49.0850682197085, 'lng': 8.199838319708498}}}, 'place_id': 'ChIJVVVVAZ1VlkcRCFpn2v31HUg', 'plus_code': {'compound_code': '36P2+HF Kandel, Germany', 'global_code': '8FXC36P2+HF'}, 'types': ['establishment', 'health', 'point_of_interest']}, {'address_components': [{'long_name': '14', 'short_name': '14', 'types': ['street_number']}, {'long_name': 'Luitpoldstraße', 'short_name': 'Luitpoldstraße', 'types': ['route']}, {'long_name': 'Kandel', 'short_name': 'Kandel', 'types': ['locality', 'political']}, {'long_name': 'Germersheim', 'short_name': 'GER', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Rheinland-Pfalz', 'short_name': 'RP', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '76870', 'short_name': '76870', 'types': ['postal_code']}], 'formatted_address': 'Luitpoldstraße 14, 76870 Kandel, Germany', 'geometry': {'location': {'lat': 49.0851407, 'lng': 8.201536599999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 49.0864896802915, 'lng': 8.2028855802915}, 'southwest': {'lat': 49.0837917197085, 'lng': 8.200187619708496}}}, 'place_id': 'ChIJZfZVOZ1VlkcRuRhXNZ02tac', 'plus_code': {'compound_code': '36P2+3J Kandel, Germany', 'global_code': '8FXC36P2+3J'}, 'types': ['doctor', 'establishment', 'health', 'point_of_interest']}], 'status': 'OK'}",49.0864172,8.2011873,70,97,197,86,100,100,22,111
"51","Asklepios Westklinikum, Hamburg Rissen Anästhesiologie, Intensivmedizin, Notfallmedizin Suurheid 20 22529 Hamburg","Intensivstation","https://www.asklepios.com/hamburg/westklinikum/","HH","YELLOW","orange","RED","Fri Mar 20 00:12:00 CET 2020","Asklepios+Westklinikum,+Hamburg+Rissen+Anästhesiologie,+Intensivmedizin,+Notfallmedizin+Suurheid+20+22529+Hamburg","{'results': [{'address_components': [{'long_name': '20', 'short_name': '20', 'types': ['street_number']}, {'long_name': 'Suurheid', 'short_name': 'Suurheid', 'types': ['route']}, {'long_name': 'Bezirk Altona', 'short_name': 'Bezirk Altona', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hamburg', 'short_name': 'Hamburg', 'types': ['locality', 'political']}, {'long_name': 'Hamburg', 'short_name': 'HH', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '22559', 'short_name': '22559', 'types': ['postal_code']}], 'formatted_address': 'Suurheid 20, 22559 Hamburg, Germany', 'geometry': {'location': {'lat': 53.5820028, 'lng': 9.7763213}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 53.5833517802915, 'lng': 9.777670280291503}, 'southwest': {'lat': 53.5806538197085, 'lng': 9.774972319708498}}}, 'place_id': 'ChIJV-pnGsyDsUcRQ9Q42mzoHhA', 'plus_code': {'compound_code': 'HQJG+RG Hamburg, Germany', 'global_code': '9F5FHQJG+RG'}, 'types': ['establishment', 'health', 'hospital', 'point_of_interest']}], 'status': 'OK'}",53.5820028,9.7763213,122,14,168,8,100,100,174,160
"52","Asklepios-ASB Klinik Radeberg Pulsnitzer Strasse 60 1454 Radeberg","Interdisziplinäre Intensivstation","https://www.asklepios.com/radeberg/experten/anaesthesie/intensivtherapie/","SN","GREEN","green","","Fri Mar 20 20:10:00 CET 2020","Asklepios-ASB+Klinik+Radeberg+Pulsnitzer+Strasse+60+1454+Radeberg","{'results': [{'address_components': [{'long_name': '60', 'short_name': '60', 'types': ['street_number']}, {'long_name': 'Pulsnitzer Straße', 'short_name': 'Pulsnitzer Str.', 'types': ['route']}, {'long_name': 'Radeberg', 'short_name': 'Radeberg', 'types': ['locality', 'political']}, {'long_name': 'Bautzen', 'short_name': 'BZ', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Dresden', 'short_name': 'DD', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Sachsen', 'short_name': 'SN', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '01454', 'short_name': '01454', 'types': ['postal_code']}], 'formatted_address': 'Pulsnitzer Str. 60, 01454 Radeberg, Germany', 'geometry': {'location': {'lat': 51.12356, 'lng': 13.9305855}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 51.1249089802915, 'lng': 13.9319344802915}, 'southwest': {'lat': 51.1222110197085, 'lng': 13.9292365197085}}}, 'place_id': 'ChIJt_iW5_S1CUcR6-6XhIk_azc', 'plus_code': {'compound_code': '4WFJ+C6 Radeberg, Germany', 'global_code': '9F3M4WFJ+C6'}, 'types': ['establishment', 'health', 'hospital', 'point_of_interest']}], 'status': 'OK'}",51.12356,13.9305855,99,16,105,53,100,100,161,52
"53","Asklepiosklinik Burglengenfeld Dr. Sauerbruchstrasse 1 93133 Burglengenfeld","","https://www.asklepios.com/burglengenfeld/","BY","GREEN","green","YELLOW","Fri Mar 20 21:03:00 CET 2020","Asklepiosklinik+Burglengenfeld+Dr.+Sauerbruchstrasse+1+93133+Burglengenfeld","{'results': [{'address_components': [{'long_name': '1', 'short_name': '1', 'types': ['street_number']}, {'long_name': 'Dr.-Sauerbruch-Straße', 'short_name': 'Dr.-Sauerbruch-Straße', 'types': ['route']}, {'long_name': 'Burglengenfeld', 'short_name': 'Burglengenfeld', 'types': ['locality', 'political']}, {'long_name': 'Schwandorf', 'short_name': 'SAD', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Oberpfalz', 'short_name': 'Oberpfalz', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Bayern', 'short_name': 'BY', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '93133', 'short_name': '93133', 'types': ['postal_code']}], 'formatted_address': 'Dr.-Sauerbruch-Straße 1, 93133 Burglengenfeld, Germany', 'geometry': {'location': {'lat': 49.2036671, 'lng': 12.0350728}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 49.2050160802915, 'lng': 12.0364217802915}, 'southwest': {'lat': 49.2023181197085, 'lng': 12.0337238197085}}}, 'partial_match': True, 'place_id': 'ChIJewCP-kKSn0cRO0mtqSICR6c', 'plus_code': {'compound_code': '623P+F2 Burglengenfeld, Germany', 'global_code': '8FXJ623P+F2'}, 'types': ['establishment', 'health', 'hospital', 'point_of_interest']}], 'status': 'OK'}",49.2036671,12.0350728,144,30,108,16,100,100,162,92
"54","Asklepiosklinik Melsungen Kasselerstr. 80 34212 Melsungen","","http://www.asklepios.com","0","GREEN","green","","Sat Mar 21 14:18:00 CET 2020","Asklepiosklinik+Melsungen+Kasselerstr.+80+34212+Melsungen","{'results': [{'address_components': [{'long_name': 'Melsungen', 'short_name': 'Melsungen', 'types': ['locality', 'political']}, {'long_name': 'Schwalm-Eder-Kreis', 'short_name': 'Schwalm-Eder-Kreis', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Kassel', 'short_name': 'KS', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Hessen', 'short_name': 'HE', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '34212', 'short_name': '34212', 'types': ['postal_code']}], 'formatted_address': 'Asklepios Klinik Melsungen, Kasseler Straße 80, 34212 Melsungen, Germany', 'geometry': {'location': {'lat': 51.1372083, 'lng': 9.5400583}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 51.13855728029149, 'lng': 9.541407280291502}, 'southwest': {'lat': 51.13585931970849, 'lng': 9.538709319708497}}}, 'place_id': 'ChIJVVVl6VlFu0cRujcCQwKrl6U', 'plus_code': {'compound_code': '4GPR+V2 Melsungen, Germany', 'global_code': '9F3F4GPR+V2'}, 'types': ['establishment', 'health', 'hospital', 'point_of_interest']}], 'status': 'OK'}",51.1372083,9.5400583,126,3,195,15,100,100,176,180
"55","Asklepiosklinik Wandsbek, Hamburg Anästhesiologie, Intensiv- und Notfallmedizin Alphonsstrasse 14 22043 Hamburg","Interdisz. Intensivstation B1-West","https://www.asklepios.com/hamburg/wandsbek/experten/anaesthesie/","HH","GREEN","green","","Fri Mar 20 19:16:00 CET 2020","Asklepiosklinik+Wandsbek,+Hamburg+Anästhesiologie,+Intensiv-+und+Notfallmedizin+Alphonsstrasse+14+22043+Hamburg","{'results': [{'address_components': [{'long_name': '14', 'short_name': '14', 'types': ['street_number']}, {'long_name': 'Alphonsstraße', 'short_name': 'Alphonsstraße', 'types': ['route']}, {'long_name': 'Wandsbek', 'short_name': 'Wandsbek', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hamburg', 'short_name': 'Hamburg', 'types': ['locality', 'political']}, {'long_name': 'Hamburg', 'short_name': 'HH', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '22043', 'short_name': '22043', 'types': ['postal_code']}], 'formatted_address': 'Alphonsstraße 14, 22043 Hamburg, Germany', 'geometry': {'location': {'lat': 53.569756, 'lng': 10.0885469}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 53.57110498029149, 'lng': 10.0898958802915}, 'southwest': {'lat': 53.56840701970849, 'lng': 10.0871979197085}}}, 'partial_match': True, 'place_id': 'ChIJVfu58gmMsUcRyV7mqAajezo', 'plus_code': {'compound_code': 'H39Q+WC Hamburg, Germany', 'global_code': '9F5GH39Q+WC'}, 'types': ['establishment', 'health', 'hospital', 'point_of_interest']}, {'address_components': [{'long_name': 'Hamburg', 'short_name': 'Hamburg', 'types': ['locality', 'political']}, {'long_name': 'Wandsbek', 'short_name': 'Wandsbek', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hamburg', 'short_name': 'HH', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '22043', 'short_name': '22043', 'types': ['postal_code']}], 'formatted_address': 'Asklepios Klinik Wandsbek, Alphonsstr. 14, Haus B, 22043 Hamburg, Germany', 'geometry': {'location': {'lat': 53.5700021, 'lng': 10.0900426}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 53.57135108029151, 'lng': 10.0913915802915}, 'southwest': {'lat': 53.56865311970851, 'lng': 10.0886936197085}}}, 'partial_match': True, 'place_id': 'ChIJkW-rpgmMsUcRjmRRJRK3wqg', 'plus_code': {'compound_code': 'H3CR+22 Hamburg, Germany', 'global_code': '9F5GH3CR+22'}, 'types': ['establishment', 'health', 'hospital', 'local_government_office', 'point_of_interest']}], 'status': 'OK'}",53.569756,10.0885469,52,28,186,38,100,100,80,148
"56","Augusta-Kliniken Bochum-Mitte Klinik für Anästhesiologie, Intensivmedizin, Notfallmedizin und Schmerztherapie (AINS) Bergstr. 26 44791 Bochum","I-12","https://www.augusta-kliniken.de/fachgebiete/bochum-mitte/anaesthesiologie-intensivmedizin.html","NRW","GREEN","green","GREEN","Sat Mar 21 10:26:00 CET 2020","Augusta-Kliniken+Bochum-Mitte+Klinik+für+Anästhesiologie,+Intensivmedizin,+Notfallmedizin+und+Schmerztherapie+(AINS)+Bergstr.+26+44791+Bochum","{'results': [{'address_components': [{'long_name': '26', 'short_name': '26', 'types': ['street_number']}, {'long_name': 'Bergstraße', 'short_name': 'Bergstraße', 'types': ['route']}, {'long_name': 'Bochum Mitte', 'short_name': 'Bochum Mitte', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Bochum', 'short_name': 'BO', 'types': ['locality', 'political']}, {'long_name': 'Arnsberg', 'short_name': 'Arnsberg', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Nordrhein-Westfalen', 'short_name': 'NRW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '44791', 'short_name': '44791', 'types': ['postal_code']}], 'formatted_address': 'Bergstraße 26, 44791 Bochum, Germany', 'geometry': {'location': {'lat': 51.48521909999999, 'lng': 7.2231135}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 51.4865680802915, 'lng': 7.224462480291502}, 'southwest': {'lat': 51.4838701197085, 'lng': 7.221764519708498}}}, 'place_id': 'ChIJUZvggz7guEcR7z763zG4b04', 'plus_code': {'compound_code': 'F6PF+36 Bochum, Germany', 'global_code': '9F39F6PF+36'}, 'types': ['establishment', 'health', 'hospital', 'point_of_interest']}], 'status': 'OK'}",51.4852191,7.2231135,94,64,141,96,100,100,131,45
"57","Barmherzige Brüder München Klinik für Anästhesiologie und Intensivmedizin Romanstraße 93 80639 München","","https://www.barmherzige-muenchen.de","BY","GREEN","green","GREEN","Sat Mar 21 13:45:00 CET 2020","Barmherzige+Brüder+München+Klinik+für+Anästhesiologie+und+Intensivmedizin+Romanstraße+93+80639+München","{'results': [{'address_components': [{'long_name': '93', 'short_name': '93', 'types': ['street_number']}, {'long_name': 'Romanstraße', 'short_name': 'Romanstraße', 'types': ['route']}, {'long_name': 'Neuhausen-Nymphenburg', 'short_name': 'Neuhausen-Nymphenburg', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'München', 'short_name': 'München', 'types': ['locality', 'political']}, {'long_name': 'Oberbayern', 'short_name': 'Oberbayern', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Bayern', 'short_name': 'BY', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '80639', 'short_name': '80639', 'types': ['postal_code']}], 'formatted_address': 'Krankenhaus Barmherzige Brüder München, Romanstraße 93, 80639 München, Germany', 'geometry': {'location': {'lat': 48.1561867, 'lng': 11.5098265}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 48.1575356802915, 'lng': 11.5111754802915}, 'southwest': {'lat': 48.1548377197085, 'lng': 11.5084775197085}}}, 'place_id': 'ChIJfVvb7zN2nkcRzZHwbvrQZ7s', 'plus_code': {'compound_code': '5G45+FW Munich, Germany', 'global_code': '8FWH5G45+FW'}, 'types': ['establishment', 'health', 'hospital', 'point_of_interest']}], 'status': 'OK'}",48.1561867,11.5098265,71,33,105,42,100,100,108,63
"58","Berufsgenossenschaftliches Univ.-Klinikum Bergmannsheil Bochum Klinik und Poliklinik für Chirurgie Bürkle-de-la-Camp-Platz 1 44789 Bochum","Chirurgische Intensivstation","https://bergmannsheil.bg-kliniken.de","NRW","GREEN","green","GREEN","Sat Mar 21 08:49:00 CET 2020","Berufsgenossenschaftliches+Univ.-Klinikum+Bergmannsheil+Bochum+Klinik+und+Poliklinik+für+Chirurgie+Bürkle-de-la-Camp-Platz+1+44789+Bochum","{'results': [{'address_components': [{'long_name': '1', 'short_name': '1', 'types': ['street_number']}, {'long_name': 'Bürkle de la Camp-Platz', 'short_name': 'Bürkle de la Camp-Platz', 'types': ['route']}, {'long_name': 'Bochum Süd', 'short_name': 'Bochum Süd', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Bochum', 'short_name': 'BO', 'types': ['locality', 'political']}, {'long_name': 'Arnsberg', 'short_name': 'Arnsberg', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Nordrhein-Westfalen', 'short_name': 'NRW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '44789', 'short_name': '44789', 'types': ['postal_code']}], 'formatted_address': 'Bürkle de la Camp-Platz 1, 44789 Bochum, Germany', 'geometry': {'location': {'lat': 51.4683247, 'lng': 7.211178899999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 51.46967368029149, 'lng': 7.212527880291502}, 'southwest': {'lat': 51.4669757197085, 'lng': 7.209829919708497}}}, 'place_id': 'ChIJjTpRSHPguEcRmhgzT5FiPY0', 'plus_code': {'compound_code': 'F696+8F Bochum, Germany', 'global_code': '9F39F696+8F'}, 'types': ['establishment', 'health', 'hospital', 'point_of_interest']}], 'status': 'OK'}",51.4683247,7.2111789,108,21,141,6,100,100,114,135
"59","Bethanien Krankenhaus Solingen Klinik für Pneumologie, Allergologie und Beatmungsmedizin Aufderhöher Straße 169 42699 Solingen","Intensivstation","http://www.klinik-bethanien.de","NRW","GREEN","green","GREEN","Fri Mar 20 22:07:00 CET 2020","Bethanien+Krankenhaus+Solingen+Klinik+für+Pneumologie,+Allergologie+und+Beatmungsmedizin+Aufderhöher+Straße+169+42699+Solingen","{'results': [{'address_components': [{'long_name': '169 - 175', 'short_name': '169 - 175', 'types': ['street_number']}, {'long_name': 'Aufderhöher Straße', 'short_name': 'Aufderhöher Str.', 'types': ['route']}, {'long_name': 'Solingen', 'short_name': 'SG', 'types': ['locality', 'political']}, {'long_name': 'Düsseldorf', 'short_name': 'Düsseldorf', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Nordrhein-Westfalen', 'short_name': 'NRW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '42699', 'short_name': '42699', 'types': ['postal_code']}], 'formatted_address': 'Aufderhöher Str. 169 - 175, 42699 Solingen, Germany', 'geometry': {'location': {'lat': 51.1378399, 'lng': 7.0117986}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 51.1391888802915, 'lng': 7.013147580291502}, 'southwest': {'lat': 51.1364909197085, 'lng': 7.010449619708497}}}, 'place_id': 'ChIJzZeWQzPTuEcR_ttK6YVHGNI', 'plus_code': {'compound_code': '42Q6+4P Solingen, Germany', 'global_code': '9F3942Q6+4P'}, 'types': ['establishment', 'health', 'point_of_interest']}], 'status': 'OK'}",51.1378399,7.0117986,130,20,153,70,100,100,141,83
"60","Bethesda Krankenhaus Bergedorf Klinik für Innere Medizin / Intensivmedizin Glindersweg 80 21029 Hamburg","Intensivstation","https://klinik-bergedorf.de/","HH","GREEN","orange","","Sat Mar 21 14:36:00 CET 2020","Bethesda+Krankenhaus+Bergedorf+Klinik+für+Innere+Medizin+/+Intensivmedizin+Glindersweg+80+21029+Hamburg","{'results': [{'address_components': [{'long_name': '80', 'short_name': '80', 'types': ['street_number']}, {'long_name': 'Glindersweg', 'short_name': 'Glindersweg', 'types': ['route']}, {'long_name': 'Bezirk Bergedorf', 'short_name': 'Bezirk Bergedorf', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hamburg', 'short_name': 'Hamburg', 'types': ['locality', 'political']}, {'long_name': 'Hamburg', 'short_name': 'HH', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '21029', 'short_name': '21029', 'types': ['postal_code']}], 'formatted_address': 'Glindersweg 80, 21029 Hamburg, Germany', 'geometry': {'location': {'lat': 53.48581, 'lng': 10.23665}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 53.4871589802915, 'lng': 10.2379989802915}, 'southwest': {'lat': 53.4844610197085, 'lng': 10.2353010197085}}}, 'place_id': 'ChIJuYCyAW_ysUcR56UoKzU3t9w', 'plus_code': {'compound_code': 'F6PP+8M Hamburg, Germany', 'global_code': '9F5GF6PP+8M'}, 'types': ['establishment', 'health', 'hospital', 'point_of_interest']}], 'status': 'OK'}",53.48581,10.23665,62,47,141,96,100,100,109,45
"61","BG - Unfallklinik Murnau Abteilung für Anästhesie Intensivmedizin und Schmerzmedizin Prof. Küntscher Straße 82418 Murnau","Interdisziplinäre Intensivmedizin","http://www.bgu-murnau.de","BY","GREEN","green","GREEN","Sat Mar 21 11:44:00 CET 2020","BG+-+Unfallklinik+Murnau+Abteilung+für+Anästhesie+Intensivmedizin+und+Schmerzmedizin+Prof.+Küntscher+Straße+82418+Murnau","{'results': [{'address_components': [{'long_name': '8', 'short_name': '8', 'types': ['street_number']}, {'long_name': 'Professor-Küntscher-Straße', 'short_name': 'Professor-Küntscher-Straße', 'types': ['route']}, {'long_name': 'Murnau am Staffelsee', 'short_name': 'Murnau am Staffelsee', 'types': ['locality', 'political']}, {'long_name': 'Garmisch-Partenkirchen', 'short_name': 'Garmisch-Partenkirchen', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Oberbayern', 'short_name': 'Oberbayern', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Bayern', 'short_name': 'BY', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '82418', 'short_name': '82418', 'types': ['postal_code']}], 'formatted_address': 'Professor-Küntscher-Straße 8, 82418 Murnau am Staffelsee, Germany', 'geometry': {'location': {'lat': 47.672227, 'lng': 11.21718}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.6735759802915, 'lng': 11.2185289802915}, 'southwest': {'lat': 47.6708780197085, 'lng': 11.2158310197085}}}, 'place_id': 'ChIJGRzYfsivnUcRVFgApD9ezc0', 'plus_code': {'compound_code': 'M6C8+VV Murnau am Staffelsee, Germany', 'global_code': '8FVHM6C8+VV'}, 'types': ['establishment', 'health', 'hospital', 'point_of_interest']}], 'status': 'OK'}",47.672227,11.21718,129,95,187,58,100,100,35,129
"62","BG Klinik Tübingen Abteilung für Anästhesie, Intensivmedizin und Schmerztherapie Schnarrenbergstrasse 95 72076 Tübingen","","mailto:mailto:rfretschner@bgu-tuebingen.de","BW","GREEN","green","RED","Fri Mar 20 15:41:00 CET 2020","BG+Klinik+Tübingen+Abteilung+für+Anästhesie,+Intensivmedizin+und+Schmerztherapie+Schnarrenbergstrasse+95+72076+Tübingen","{'results': [{'address_components': [{'long_name': '95', 'short_name': '95', 'types': ['street_number']}, {'long_name': 'Schnarrenbergstraße', 'short_name': 'Schnarrenbergstraße', 'types': ['route']}, {'long_name': 'Tübingen', 'short_name': 'Tübingen', 'types': ['locality', 'political']}, {'long_name': 'Tübingen', 'short_name': 'Tübingen', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Tübingen', 'short_name': 'TÜ', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Baden-Württemberg', 'short_name': 'BW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '72076', 'short_name': '72076', 'types': ['postal_code']}], 'formatted_address': 'Schnarrenbergstraße 95, 72076 Tübingen, Germany', 'geometry': {'location': {'lat': 48.5333948, 'lng': 9.034886499999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 48.53474378029149, 'lng': 9.036235480291502}, 'southwest': {'lat': 48.5320458197085, 'lng': 9.033537519708497}}}, 'place_id': 'ChIJGUw1OM_kmUcRPAMdjRBsK_8', 'plus_code': {'compound_code': 'G2MM+9X Tübingen, Germany', 'global_code': '8FWFG2MM+9X'}, 'types': ['establishment', 'health', 'hospital', 'point_of_interest']}], 'status': 'OK'}",48.5333948,9.0348865,96,86,113,49,100,100,58,64
